AuthorNames-Deduped,AminerCitationCount_02-2019,XPloreCitationCount_02-2019
JÃ¼rgen Waser;Raphael Fuchs;Hrvoje Ribicic;Benjamin Schindler;GÃ¼nter BlÃ¶schl;M. Eduard GrÃ¶ller,91,53
Petra Isenberg;Anastasia Bezerianos;Pierre Dragicevic;Jean-Daniel Fekete,29,13
Aritra Dasgupta;Robert Kosara,50,17
Zhao Geng;Zhenmin Peng;Robert S. Laramee;Jonathan C. Roberts;Rick Walker,50,19
Justin Talbot;John Gerth;Pat Hanrahan,,13
Ulrik Brandes;Bobo Nick,76,34
Jo Wood;Donia Badawood;Jason Dykes;Aidan Slingsby,38,19
Jessica Hullman;Eytan Adar;Priti Shah,64,34
Nivan Ferreira;Lauro Didier Lins;Daniel Fink;Steve Kelling;Christopher Wood;Juliana Freire;ClÃ¡udio T. Silva,41,22
Cagatay Turkay;Peter Filzmoser;Helwig Hauser,54,45
Milos Krstajic;Enrico Bertini;Daniel A. Keim,118,63
Roeland Scheepens;Niels Willems;Huub van de Wetering;Gennady L. Andrienko;Natalia V. Andrienko;Jarke J. van Wijk,113,59
Markus Steinberger;Manuela Waldner;Marc Streit;Alexander Lex;Dieter Schmalstieg,74,38
Michael Bostock;Vadim Ogievetsky;Jeffrey Heer,1353,704
Basak Alper;Nathalie Henry Riche;Gonzalo Ramos;Mary Czerwinski,132,64
Juhee Bae;Benjamin Watson,50,9
Nan Cao;David Gotz;Jimeng Sun;Huamin Qu,81,41
David Selassie;Brandon Heller;Jeffrey Heer,96,50
Jan-Henrik Haunert;Leon Sering,55,24
Michelle Borkin;Krzysztof Z. Gajos;Amanda Randles;Dimitris Mitsouras;Simone Melchionna;Frank J. Rybicki;Charles L. Feldman;Hanspeter Pfister,76,51
Michael Burch;Natalia Konevtsova;Julian Heinrich;Markus HÃ¶ferlin;Daniel Weiskopf,87,45
Jian Zhao;Fanny Chevalier;Emmanuel Pietriga;Ravin Balakrishnan,50,23
Johnny Rodgers;Lyn Bartram,67,30
Aidan Slingsby;Jason Dykes;Jo Wood,50,29
Jarry H. T. Claessen;Jarke J. van Wijk,,53
Kevin Buchin;Bettina Speckmann;Kevin Verbeek,96,52
Yu-Shuen Wang;Ming-Te Chi,59,25
David Lloyd;Jason Dykes,50,33
Jose Gustavo Paiva;Laura Florian;HÃ©lio Pedrini;Guilherme P. Telles;Rosane Minghim,40,19
Steffen Hadlak;Hans-JÃ¶rg Schulz;Heidrun Schumann,53,27
Paulo Joia;Danilo Barbosa Coimbra;JosÃ© Alberto Cuminato;Fernando Vieira Paulovich;Luis Gustavo Nonato,132,80
Christophe Hurter;Alexandru Telea;Ozan Ersoy,57,26
Michael Burch;Corinna Vehlow;Fabian Beck 0001;Stephan Diehl 0001;Daniel Weiskopf,117,71
Hadley Wickham;Heike Hofmann,50,20
Enrico Bertini,131,97
Danielle Albers Szafir;Colin N. Dewey;Michael Gleicher,50,17
Ozan Ersoy;Christophe Hurter;Fernando Vieira Paulovich;Gabriel Cantareiro;Alexandru Telea,105,64
Basak Alper;Tobias HÃ¶llerer;JoAnn Kuchera-Morin;Angus Graeme Forbes,57,30
Georgia Albuquerque;Thomas LÃ¶we;Marcus A. Magnor,50,14
Weiwei Cui;Shixia Liu;Li Tan;Conglei Shi;Yangqiu Song;Zekai Gao;Huamin Qu;Xin Tong,263,131
Liang Gou;Xiaolong Zhang 0001,40,13
Alexander Lex;Hans-JÃ¶rg Schulz;Marc Streit;Christian Partl;Dieter Schmalstieg,41,27
Jagoda Walny;Sheelagh Carpendale;Nathalie Henry Riche;Gina Venolia;Philip Fawcett,51,24
A. Johannes Pretorius;Mark-Anthony Bray;Anne E. Carpenter;Roy A. Ruddle,64,33
Jessica Hullman;Nicholas Diakopoulos,129,64
Bum Chul Kwon;Brian D. Fisher;Ji Soo Yi,50,10
Georgia Albuquerque;Martin Eisemann;Marcus A. Magnor,50,15
Youn ah Kang;John T. Stasko,67,27
Sebastian Bremm;Tatiana von Landesberger;Martin Hess;Tobias Schreck;Philipp Weil;Kay Hamacher,60,25
Zhicheng Liu;Shamkant B. Navathe;John T. Stasko,50,16
Jeffrey Heer;Adam Perer,55,8
Hossam Sharara;Awalin Sopan;Galileo Namata;Lise Getoor;Lisa Singh,50,6
Adam Perer;Ido Guy;Erel Uziel;Inbal Ronen;Michal Jacovi,28,13
Caroline Ziemkiewicz;R. Jordan Crouser;Ashley Rye Yauilla;Sara L. Su;William Ribarsky;Remco Chang,53,9
Jean-Daniel Fekete;Pierre-Luc Hemery;Thomas Baudel;Jo Wood,17,4
Yang Chen;Jamal Alsakran;Scott Barlowe;Jing Yang 0001;Ye Zhao,21,9
Thorsten May;Andreas Bannach;James Davey;Tobias Ruppert;JÃ¶rn Kohlhammer,54,24
Alex Endert;Chao Han;Dipayan Maiti;Leanna House;Scotland Leman;Chris North,98,42
Zhenyu Guo;Matthew O. Ward;Elke A. Rundensteiner;Carolina Ruiz,50,7
Malgorzata Migut;Jan C. van Gemert;Marcel Worring,50,3
Stef van den Elzen;Jarke J. van Wijk,50,30
Gennady L. Andrienko;Natalia V. Andrienko;Christophe Hurter;Salvatore Rinzivillo;Stefan Wrobel,98,30
He Liu;Yuan Gao;Lu Lu;Siyuan Liu;Huamin Qu;Lionel M. Ni,65,40
Alan M. MacEachren;Anuj R. Jaiswal;Anthony C. Robinson;Scott Pezanowski;Alexander Savelyev;Prasenjit Mitra;Xiao Zhang;Justine I. Blanford,245,96
Shehzad Afzal;Ross Maciejewski;David S. Ebert,54,24
Lei Shi;Qi Liao;Yuan He;Rui Li;Aaron Striegel;Zhong Su,22,11
Ishwar Kulkarni;Shanaz Y. Mistry;Brian Cummings;Meenakshisundaram Gopi,2,0
Abish Malik;Ross Maciejewski;Ben Maule;David S. Ebert,31,12
Wenwen Dou;Xiaoyu Wang;Remco Chang;William Ribarsky,88,39
Weijia Xu;Maria Esteva;Suyog Dott Jain;Varun Jain,50,4
Xiaoyu Wang;Wenwen Dou;Thomas Butkiewicz;Eric A. Bier;William Ribarsky,22,5
Anushka Anand;Leland Wilkinson;Dang Tuan Nhon,50,1
Jens Bauer;Sebastian Thelen;Achim Ebert,3,0
Ian Bowman;Shantanu H. Joshi;John D. Van Horn,8,4
Joseph A. Cottam;Andrew Lumsdaine,0,0
R. Jordan Crouser;Jeremy G. Freeman;Remco Chang,0,0
Iain Dillingham;Jason Dykes;Jo Wood,3,0
John Alexis Guerra GÃ³mez;Audra Buck-Coleman;Catherine Plaisant;Ben Shneiderman,50,0
Ming C. Hao;Christian Rohrdantz;HalldÃ³r Janetzko;Umeshwar Dayal;Daniel A. Keim;Lars-Erik Haug;Meichun Hsu,50,12
Lane Harrison;Wenwen Dou;Aidong Lu;William Ribarsky;Xiaoyu Wang,3,1
Ilknur Icke;Andrew Rosenberg,50,0
Masahiko Itoh;Naoki Yoshinaga 0001;Masashi Toyoda;Masaru Kitsuregawa,0,0
Dong Hyun Jeong;Soo-Yeon Ji;William Ribarsky;Remco Chang,50,0
Victoria Lemieux;Barbara Endicott-Popovsky;Karl Eckler;Thomas Dang;Adam Jansen,0,0
Jingjing Liu;Eli T. Brown;Remco Chang,50,2
Iulian Peca;Haolin Zhi;Katerina Vrotsou;Natalia V. Andrienko;Gennady L. Andrienko,5,2
Bruno Pinaud;Jonathan Dubois;Guy MelanÃ§on,1,1
Harald Piringer;Matthias Buchetics,3,2
Scott D. Rothenberger;John E. Wenskovitch;G. Elisabeta Marai,1,1
N. Banfi;L. Dudas;Zsolt Fekete;J. Gobolos-Szabo;AndrÃ¡s LukÃ¡cs;A. Nagy;A. Szabo;Z. Szabo;G. Szucs,1,0
Kevin Boone;Edward Swing,,0
Harald Bosch;Dennis Thom;Michael WÃ¶rner 0001;Steffen Koch;Edwin Puttmann;Dominik JÃ¤ckle;Thomas Ertl,50,13
Llyr ap Cenydd;Rick Walker;Serban R. Pop;Helen C. Miles;Chris J. Hughes;William John Teahan;Jonathan C. Roberts,50,2
Victor Y. Chen;Cheryl Z. Qian;Li Zhang,3,0
Nicklaus A. Giacobe;Sen Xu,16,4
Lane Harrison;Wenwen Dou;Aidong Lu;William Ribarsky;Xiaoyu Wang,50,0
Walter Marcelo Lamagna,50,1
Christopher Andrews;M. Shahriar Hossain;Samah Gad;Naren Ramakrishnan;Chris North,50,1
Elizabeth Braunstein;Carsten GÃ¶rg;Zhicheng Liu;John T. Stasko,1,0
Casey M. Canfield;David Sheffield,,0
Enrico Bertini;Juri BuchmÃ¼ller;Fabian Fischer 0001;Stephan Huber;Thomas Lindemeier;Fabian Maass;Florian Mansmann;Thomas Ramm;Michael Regenscheit;Christian Rohrdantz;Christian Scheible;Tobias Schreck;Stephan Sellien;Florian Stoffel;Mark Tautzenberger;Matthias Zieker;Daniel A. Keim,7,3
Jan Reininghaus;Natallia Kotava;David GÃ¼nther;Jens Kasten;Hans Hagen;Ingrid Hotz,30,15
Florian Lindemann;Timo Ropinski,68,36
Sean Williams;Mark Petersen;Peer-Timo Bremer;Matthew Hecht;Valerio Pascucci;James P. Ahrens;Mario Hlawitschka;Bernd Hamann,36,28
Weifeng Chen 0002;Wei Chen 0001;Hujun Bao,50,6
Nico Pietroni;Massimiliano Corsini;Paolo Cignoni;Roberto Scopigno,12,8
Alessandro Giusti;Pierluigi Taddei;Giorgio Corani;Luca Maria Gambardella;Cristina Magli;Luca Gianaroli,4,1
Darrel Palke;Zhongzang Lin;Guoning Chen;Harry Yeh;Paul Vincent;Robert S. Laramee;Eugene Zhang,22,11
Guangyu Zou;Jiaxi Hu;Xianfeng Gu;Jing Hua,50,17
Marc Ruiz;Anton Bardera;Imma Boada;Ivan Viola,57,29
Bei Wang;Brian Summa;Valerio Pascucci;Mikael Vejdemo-Johansson,24,12
Joseph Marino,50,6
Rostislav Khlebnikov;Bernhard Kainz;Judith Muehl;Dieter Schmalstieg,50,10
Christian Dick;Rainer Burgkart;RÃ¼diger Westermann,21,9
Mark A. Livingston;Jonathan W. Decker,50,6
Philipp Schlegel;Maxim Makhinya;Renato Pajarola,50,25
Janine Bennett;Vaidyanathan Krishnamoorthy;Shusen Liu;Ray W. Grout;Evatt R. Hawkes;Jacqueline Chen;Jason F. Shepherd;Valerio Pascucci;Peer-Timo Bremer,50,20
Dirk J. Lehmann;Holger Theisel,14,6
Marcel Hlawatsch;Philipp C. Leube;Wolfgang Nowak;Daniel Weiskopf,,24
Dan R. Lipsa;Robert S. Laramee;Simon J. Cox;Tudur Davies,50,5
Blake Nelson;Robert Michael Kirby;Robert Haimes,16,8
Christian Rieder;Tim KrÃ¶ger;Christian Schumann;Horst K. Hahn,14,36
Matthew L. Parry;Philip A. Legg;David H. S. Chung;Iwan W. Griffiths;Min Chen,21,13
Erik SundÃ©n;Anders Ynnerman;Timo Ropinski,29,17
Susanne K. Suter;JosÃ© Antonio Iglesias GuitiÃ¡n;Fabio Marton;Marco Agus;Andreas Elsener;Christoph P. E. Zollikofer;Meenakshisundaram Gopi;Enrico Gobbetti;Renato Pajarola,50,17
Roy van Pelt;Javier OlivÃ¡n BescÃ³s;Marcel Breeuwer;Rachel E. Clough;M. Eduard GrÃ¶ller;Bart M. ter Haar Romeny;Anna Vilanova,36,19
Philipp Muigg;Markus Hadwiger;Helmut Doleisch;M. Eduard GrÃ¶ller,23,8
Steffen Oeltze-Jafra;Wolfgang Freiler,50,7
Ziyi Zheng;Nafees Ahmed;Klaus Mueller,50,10
Boonthanome Nouanesengsy;Teng-Yok Lee;Han-Wei Shen,49,29
Claes LundstrÃ¶m;Thomas Rydell;Camilla Forsell;Anders Persson;Anders Ynnerman,50,23
JÃ¼rgen Waser;Hrvoje Ribicic;Raphael Fuchs;Christian Hirsch;Benjamin Schindler;GÃ¼nter BlÃ¶schl;M. Eduard GrÃ¶ller,29,14
Artem Amirkhanov;Christoph Heinzl;Michael Reiter;Johann Kastner;M. Eduard GrÃ¶ller,23,9
Mahsa Mirzargar;Alireza Entezari,50,3
Cheuk Yiu Ip;Amitabh Varshney,33,16
Paolo Angelelli;Helwig Hauser,26,16
Dilip Mathew Thomas;Vijay Natarajan,50,11
Lyn Bartram;Billy Cheung;Maureen C. Stone,50,4
Rocco Gasteiger;Mathias Neugebauer;Oliver Beuing;Bernhard Preim,60,31
Carlos D. Correa;Peter Lindstrom;Peer-Timo Bremer,50,28
Carlos D. Correa;Peter Lindstrom,28,12
Yi Gu;Chaoli Wang,50,24
Thomas Torsney-Weir;Ahmed Saad;Torsten MÃ¶ller;Hans-Christian Hege;Britta Weber;Jean-Marc Verbavatz,84,57
Jens Kasten;Jan Reininghaus;Ingrid Hotz;Hans-Christian Hege,50,19
Patrick J. Moran;David Ellsworth,5,5
Xavier Tricoche;Christoph Garth;Allen R. Sanderson,11,6
Martin Haidacher;Stefan Bruckner;M. Eduard GrÃ¶ller,50,18
Norbert Lindow;Daniel Baum;Hans-Christian Hege,50,35
Christopher Koehler;Thomas Wischgoll;Haibo Dong;Zachary Gaston,25,13
Hanqi Guo;Ningyu Mao;Xiaoru Yuan,77,39
Kai Xu 0003;Chris Rooney;Peter J. Passmore;Dong-Han Ham;Phong H. Nguyen,42,22
Bernhard Jenny,50,24
Martin Fink 0001;Jan-Henrik Haunert;AndrÃ© Schulz 0001;Joachim Spoerhase;Alexander Wolff,26,18
Justin Talbot;John Gerth;Pat Hanrahan,21,17
Rita Borgo;Alfie Abdul-Rahman;Farhan Mohamed;Phil W. Grant;Irene Reppa;Luciano Floridi;Min Chen,50,21
Luana Micallef;Pierre Dragicevic;Jean-Daniel Fekete,91,55
Bongshin Lee;Petra Isenberg;Nathalie Henry Riche;Sheelagh Carpendale,117,56
Thomas Baudel;Bertjan Broeksema,50,12
Alexander Pilhofer;Alexander Gribov;Antony Unwin,5,12
Kasper Dinkla;Michel A. Westenberg;Jarke J. van Wijk,41,25
Yuzuru Tanahashi;Kwan-Liu Ma,110,65
Michael Sedlmair;Miriah D. Meyer;Tamara Munzner,224,156
Steven R. Gomez;Radu Jianu;Caroline Ziemkiewicz;Hua Guo;David H. Laidlaw,50,2
Sung-Hee Kim;Zhihua Dong;Hanjun Xian;Benjavan Upatising;Ji Soo Yi,40,17
Nadia Boukhelifa;Anastasia Bezerianos;Tobias Isenberg 0001;Jean-Daniel Fekete,63,38
Andrew Vande Moere;Martin Tomitsch;Christoph Wimmer;Christoph M. BÃ¶sch;Thomas Grechenig,55,20
Krist Wongsuphasawat;David Gotz,107,77
Jian Zhao;Fanny Chevalier;Christopher Collins;Ravin Balakrishnan,32,8
Nicholas Kong;Maneesh Agrawala,36,19
Heike Hofmann;Lendie Follett;Mahbubul Majumder;Dianne Cook,24,15
Steve Haroz;David Whitney,51,28
Xiaoru Yuan;Limei Che;Yifan Hu;Xin Zhang,22,14
Christian Tominski;Camilla Forsell;Jimmy Johansson,50,20
Michael Zinsmaier;Ulrik Brandes;Oliver Deussen;Hendrik Strobelt,61,40
Joyce Ma;Isaac Liao;Kwan-Liu Ma;Jennifer Frazier,50,20
Kim Marriott;Helen C. Purchase;Michael Wybrow;Cagatay Goncu,50,21
Arlind Nocaj;Ulrik Brandes,50,11
Anastasia Bezerianos;Petra Isenberg,58,26
Marian DÃ¶rk;Nathalie Henry Riche;Gonzalo Ramos;Susan T. Dumais,112,65
Conglei Shi;Weiwei Cui;Shixia Liu;Panpan Xu;Wei Chen 0001;Huamin Qu,50,25
Michael Sedlmair;Annika Frank;Tamara Munzner;Andreas Butz,18,9
Cagatay Turkay;Arvid Lundervold;Astri J. Lundervold;Helwig Hauser,45,30
Jo Wood;Petra Isenberg;Tobias Isenberg 0001;Jason Dykes;Nadia Boukhelifa;Aidan Slingsby,50,21
Hannah Pileggi;Charles D. Stolper;J. Michael Boyle;John T. Stasko,57,31
Shehzad Afzal;Ross Maciejewski;Yun Jang;Niklas Elmqvist;David S. Ebert,50,19
Christian Tominski;Heidrun Schumann;Gennady L. Andrienko;Natalia V. Andrienko,175,102
Eamonn Maguire;Philippe Rocca-Serra;Susanna-Assunta Sansone;Jim Davies;Min Chen,50,24
Florian Block;Michael S. Horn;Brenda Caldwell Phillips;Judy Diamond;E. Margaret Evans;Chia Shen,50,23
Jagoda Walny;Bongshin Lee;Paul Johns;Nathalie Henry Riche;Sheelagh Carpendale,62,24
Alan M. MacEachren;Robert E. Roth;James O'Brien;Bonan Li;Derek Swingley;Mark Gahegan,,65
Yingcai Wu;Guo-Xun Yuan;Kwan-Liu Ma,50,22
Aaditya G. Landge;Joshua A. Levine;Abhinav Bhatele;Katherine E. Isaacs;Todd Gamblin;Martin Schulz 0001;Steve H. Langer;Peer-Timo Bremer;Valerio Pascucci,50,31
David Trimm;Penny Rheingans;Marie desJardins,50,9
Nan Cao;Yu-Ru Lin;Xiaohua Sun;David Lazer;Shixia Liu;Huamin Qu,83,53
Lars Kuehne;Joachim Giesen;Zhiyuan Zhang;Sungsoo Ha;Klaus Mueller,50,7
Ralf KÃ¤hler;Oliver Hahn;Tom Abel,26,12
Veronika SoltÃ©szovÃ¡;Cagatay Turkay;Mark C. Price;Ivan Viola,7,8
Andrea Unger;Sven Schulte;Volker Klemann;Doris Dransch,7,11
Nathaniel Fout;Kwan-Liu Ma,37,25
Wieland Reich;Gerik Scheuermann,50,2
Daniela Ushizima;Dmitriy Morozov;Gunther H. Weber;Andrea Gomes Campos Bianchi;James A. Sethian;E. Wes Bethel,22,18
Rocco Gasteiger;Dirk J. Lehmann;Roy van Pelt;GÃ¡bor Janiga;Oliver Beuing;Anna Vilanova;Holger Theisel;Bernhard Preim,21,16
Gunnar LÃ¤thÃ©n;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,50,8
Alexander Bock;Erik SundÃ©n;Bingchen Liu;Burkhard WÃ¼nsche;Timo Ropinski,50,3
Attila Gyulassy;Peer-Timo Bremer;Valerio Pascucci,50,20
Krishna Chaitanya Gurijala;Lei Wang 0024;Arie E. Kaufman,50,3
Harald Obermaier;Kenneth I. Joy,50,6
Jian Chen;Haipeng Cai;Alexander P. Auchus;David H. Laidlaw,50,11
Lingyun Yu;Konstantinos Efstathiou 0001;Petra Isenberg;Tobias Isenberg 0001,44,15
Blake Nelson;Eric Liu;Robert Michael Kirby;Robert Haimes,50,14
Markus HÃ¶ferlin;Kuno Kurzhals;Benjamin HÃ¶ferlin;Gunther Heidemann;Daniel Weiskopf,50,8
Mark A. Livingston;Jonathan W. Decker;Zhuming Ai,5,8
Nathaniel Fout;Kwan-Liu Ma,50,9
Julien Tierny;Valerio Pascucci,50,10
Cheuk Yiu Ip;Amitabh Varshney;Joseph JÃ¡JÃ¡,50,31
Daniel JÃ¶nsson;Joel Kronander;Timo Ropinski;Anders Ynnerman,50,15
Nafees Ahmed;Ziyi Zheng;Klaus Mueller,8,7
Rolf Westerteiger;Tracy Compton;Tony Bernardin;Eric S. Cowgill;Klaus Gwinner;Bernd Hamann;Andreas Gerndt;Hans Hagen,3,2
Markus Hadwiger;Johanna Beyer;Won-Ki Jeong;Hanspeter Pfister,55,36
Hui Zhang 0006;Jianguang Weng;Lin Jing;Yiwen Zhong,50,4
Benjamin Schindler;Raphael Fuchs;Stefan Barp;JÃ¼rgen Waser;Armin Pobitzer;Robert Carnecky;Kresimir Matkovic;Ronald Peikert,50,4
Bastian Rieck;Hubert Mara;Heike Leitte,28,17
Steven Schlegel;Nico Korn;Gerik Scheuermann,50,22
Thomas HÃ¶llt;Wolfgang Freiler;Fritz Gschwantner;Helmut Doleisch;Gabor Heinemann;Markus Hadwiger,50,4
Hrvoje Ribicic;JÃ¼rgen Waser;Roman Gurbat;Bernhard Sadransky;M. Eduard GrÃ¶ller,50,4
Yubo Tao;Hai Lin 0003;Feng Dong;Chao Wang;Gordon Clapworthy;Hujun Bao,11,8
Samer S. Barakat;Markus RÃ¼tten;Xavier Tricoche,3,1
Marc Treib;Kai BÃ¼rger;Florian Reichl;Charles Meneveau;Alexander S. Szalay;RÃ¼diger Westermann,50,15
Joerg Meyer;E. Wes Bethel;Jennifer L. Horsman;Susan S. Hubbard;Harinarayan Krishnan;Alexandru Romosan;Elizabeth H. Keating;Laura Monroe;Richard Strelitz;Phil Moore;Glenn Taylor;Ben Torkian;Timothy C. Johnson;Ian Gorton,50,3
Daniel Engel;Klaus Greff;Christoph Garth;Keith Bein;Anthony S. Wexler;Bernd Hamann;Hans Hagen,50,4
Stephan Wenger;Marco Ament;Stefan Guthe;Dirk A. Lorenz;Andreas M. Tillmann;Daniel Weiskopf;Marcus A. Magnor,50,6
Sebastian Grottel;Philipp Beck;Christoph MÃ¼ller 0001;Guido Reina;Johannes Roth;Hans-Rainer Trebin;Thomas Ertl,18,10
Simon SchrÃ¶der;John A. Peterson;Harald Obermaier;Louise H. Kellogg;Kenneth I. Joy;Hans Hagen,50,0
Steffen Frey;Filip Sadlo;Thomas Ertl,50,13
David J. Duke;Hamish A. Carr;Aaron Knoll;Nicolas Schunck;Hai Ah Nam;Andrzej Staszczak,21,12
Alexander Wiebel;Frans Vos;David Foerster;Hans-Christian Hege,30,17
Mike Sips;Patrick KÃ¶thur;Andrea Unger;Hans-Christian Hege;Doris Dransch,24,19
R. Jordan Crouser;Remco Chang,50,15
Sean Kandel;Andreas Paepcke;Joseph M. Hellerstein;Jeffrey Heer,188,60
Youn ah Kang;John T. Stasko,50,15
Bilal Alsallakh;Wolfgang Aigner;Silvia Miksch;M. Eduard GrÃ¶ller,50,8
M. Shahriar Hossain;Praveen Kumar Reddy Ojili;Cindy Grimm;Rolf Mueller;Layne T. Watson;Naren Ramakrishnan,21,10
Alex Endert;Patrick Fiaux;Chris North,60,42
Margit Pohl;Michael Smuc;Eva Mayr,10,13
Gennady L. Andrienko;Natalia V. Andrienko;Michael Burch;Daniel Weiskopf,121,60
Florian Heimerl;Steffen Koch;Harald Bosch;Thomas Ertl,61,47
Magdalena Jankowska;Vlado Keselj;Evangelos E. Milios,50,3
Wenwen Dou;Xiaoyu Wang;Drew Skau;William Ribarsky;Michelle X. Zhou,156,62
Eli T. Brown;Jingjing Liu;Carla E. Brodley;Remco Chang,41,48
Eser Kandogan,39,21
Andrada Tatu;Fabian Maass;Ines FÃ¤rber;Enrico Bertini;Tobias Schreck;Thomas Seidl 0001;Daniel A. Keim,71,31
Elisa Portes dos Santos;Emilio Vital Brazil;Joel Daniels II;Paulo Joia;Luis Gustavo Nonato;Mario Costa Sousa,7,6
Anushka Anand;Leland Wilkinson;Dang Tuan Nhon,22,12
Abish Malik;Ross Maciejewski;Niklas Elmqvist;Yun Jang;David S. Ebert;Whitney Huang,50,16
Benjamin HÃ¶ferlin;Rudolf Netzel;Markus HÃ¶ferlin;Daniel Weiskopf;Gunther Heidemann,39,9
Zafar Ahmed;Chris Weaver,50,4
Jishang Wei;Zeqian Shen;Neel Sundaresan;Kwan-Liu Ma,24,27
Ravikiran Vadlapudi;Maryam Siahbani;Anoop Sarkar;John Dill,1,1
Dongxing Teng;Haiyan Yang;CuiXia Ma;Hongan Wang,0,0
Jay Takle;Deborah Silver;Katrin Heitmann,50,4
Jonathan A. Schwabish,0,0
Tobias Schreck;Lyubka Sharalieva;Franz Wanner;JÃ¼rgen Bernard;Tobias Ruppert;Tatiana von Landesberger;Benjamin Bustos,50,2
Alvitta Ottley;R. Jordan Crouser;Caroline Ziemkiewicz;Remco Chang,0,0
Fred Olislagers;Marcel Worring,0,0
Johannes Kehrer;Roland N. Boubela;Peter Filzmoser;Harald Piringer,50,6
Alexander Kachkaev;Jo Wood,2,0
Masahiko Itoh;Masashi Toyoda;Tetsuya Kamijo;Masaru Kitsuregawa,1,1
Lane Harrison;Remco Chang;Aidong Lu,4,1
Ming C. Hao;Manish Marwah;Sebastian MittelstÃ¤dt;HalldÃ³r Janetzko;Daniel A. Keim;Umeshwar Dayal;Cullen Bash;Carlos J. Felix;Chandrakant D. Patel;Meichun Hsu;Yuan Chen,1,1
Hua Guo;Diem Tran;David H. Laidlaw,50,1
Tera Marie Green;Brian D. Fisher,2,0
Connor Gramazio;Remco Chang,0,0
Sarah Goodwin;Jason Dykes,2,2
Cindy Chamberland;FranÃ§ois Vachon;Jean-FranÃ§ois Gagnon;Simon P. Banbury;SÃ©bastien Tremblay,1,0
Nadya A. CalderÃ³n;Bernhard E. Riecke;Brian D. Fisher,0,0
Ian Bowman;Shantanu H. Joshi;Vaughan Greer;John D. Van Horn,50,1
Michael Behrisch;James Davey;Tobias Schreck;Daniel A. Keim;JÃ¶rn Kohlhammer,50,1
Roger Beecham;Jo Wood;Audrey Bowerman,50,1
Marco Angelini;Nicola Ferro;Guido Granato;Giuseppe Santucci;Gianmaria Silvello,3,0
Joseph A. Cottam;Andrew Lumsdaine;Chris Weaver,50,9
Tatiana von Landesberger;Sebastian Bremm;Natalia V. Andrienko;Gennady L. Andrienko;Maria Tekusova,52,16
Leishi Zhang;Andreas Stoffel;Michael Behrisch;Sebastian MittelstÃ¤dt;Tobias Schreck;RenÃ© Pompl;Stefan Weber 0004;Holger Last;Daniel A. Keim,99,34
Gabriel Mistelbauer;Hamed Bouzari;RÃ¼diger Schernthaner;Ivan Baclija;Arnold KÃ¶chl;Stefan Bruckner;Milos SrÃ¡mek;M. Eduard GrÃ¶ller,10,4
Harald Piringer;Matthias Buchetics;Rudolf Benedik,50,10
Junghoon Chae;Dennis Thom;Harald Bosch;Yun Jang;Ross Maciejewski;David S. Ebert;Thomas Ertl,48,68
Liang Gou;Xiaolong Zhang 0001;Airong Luo;Patricia F. Anderson,3,0
Christopher Andrews;Chris North,18,19
Patrick Butler;Prithwish Chakraborty;Naren Ramakrishnan,8,10
Jessica Hullman;Steven M. Drucker;Nathalie Henry Riche;Bongshin Lee;Danyel Fisher;Eytan Adar,61,29
Hans-JÃ¶rg Schulz;Thomas Nocke;Magnus Heitzler;Heidrun Schumann,65,53
Johannes Kehrer;Harald Piringer;Wolfgang Berger;M. Eduard GrÃ¶ller,23,16
Matthew Brehmer;Tamara Munzner,204,122
Robert E. Roth,70,43
Yvonne Jansen;Pierre Dragicevic,53,31
Eirik Bakke;David R. Karger;Rob Miller 0001,0,1
Heike Hofmann;Marie Vendettuoli,0,6
Sarah Goodwin;Jason Dykes;Sara Jones;Iain Dillingham;Graham Dove;Alison Duffy;Alexander Kachkaev;Aidan Slingsby;Jo Wood,50,17
SÃ©bastien Rufiange;Michael J. McGuffin,58,25
Xiaoru Yuan;Donghao Ren;Zuchao Wang;Cong Guo,56,39
Tim Dwyer;Nathalie Henry Riche;Kim Marriott;Christopher Mears,32,22
Michael Sedlmair;Tamara Munzner;Melanie Tory,51,39
Alexander Lex;Christian Partl;Denis Kalkofen;Marc Streit;Samuel Gratzl;Anne Mai Wassermann;Dieter Schmalstieg;Hanspeter Pfister,36,21
Michelle Borkin;Chelsea S. Yeh;Madelaine Boyd;Peter Macko;Krzysztof Z. Gajos;Margo I. Seltzer;Hanspeter Pfister,50,15
Jean-FranÃ§ois Im;Michael J. McGuffin;Rock Leung,40,20
Petra Isenberg;Pierre Dragicevic;Wesley Willett;Anastasia Bezerianos;Jean-Daniel Fekete,50,11
Mikkel RÃ¸nne Jakobsen;Yonas Sahlemariam Haile;SÃ¸ren Knudsen;Kasper HornbÃ¦k,50,15
Mikkel RÃ¸nne Jakobsen;Kasper HornbÃ¦k,17,8
Samuel Gratzl;Alexander Lex;Nils Gehlenborg;Hanspeter Pfister;Marc Streit,113,65
Lauro Didier Lins;James T. Klosowski;Carlos Eduardo Scheidegger,133,62
Dirk J. Lehmann;Holger Theisel,50,19
Michael Gleicher;Michael Correll;Christine Nothelfer;Steven Franconeri,35,20
Bilal Alsallakh;Wolfgang Aigner;Silvia Miksch;Helwig Hauser,50,23
Martin Fink 0001;Jan-Henrik Haunert;Joachim Spoerhase;Alexander Wolff,21,18
